,고객번호,H1,H2,H3,H4,성별,연령대,거주지역
18525,18526,3267280,12251510,24869660,6966110,M,45세~49세,100
18526,18527,135943,169326,217690,298637,M,30세~34세,100
18527,18528,8237102,15240868,11804546,16070044,M,40세~44세,100
18528,18529,1427693,1312784,1100081,1657638,F,45세~49세,100
18529,18530,2082013,4322743,5488670,3299479,M,25세~29세,052
18530,18531,5270410,8649170,12255644,8062613,M,55세~59세,360
18531,18532,25278960,10015020,3371020,4011780,F,55세~59세,072
18532,18533,5055558,4307440,4421330,3582054,F,60세이상,055
18533,18534,42630,34000,59500,0,M,45세~49세,460
18534,18535,434350,437390,381500,5295120,M,55세~59세,100
18535,18536,5115280,6100985,7192711,4699883,F,45세~49세,100
18536,18537,4012001,5509113,4404553,5065476,F,40세~44세,240
18537,18538,1672387,2469855,2295334,1474011,F,55세~59세,030
18538,18539,1896496,1640910,974250,974123,F,20세~24세,100
18539,18540,2044348,1849560,2057008,1829554,M,55세~59세,047
18540,18541,3774724,3083057,4027199,4723925,F,30세~34세,410
18541,18542,6046780,18754710,10976310,9890930,M,35세~39세,610
18542,18543,1653553,1986877,2344732,2919241,F,55세~59세,055
18543,18544,31325500,24376060,21842977,25938462,F,45세~49세,024
18544,18545,9042060,9293090,13035310,19370650,F,30세~34세,047
18545,18546,17947200,19451170,21037940,15794670,F,35세~39세,027
18546,18547,1740110,1681981,1448416,2194288,F,45세~49세,039
18547,18548,1866588,2071881,1668839,1201197,F,50세~54세,270
18548,18549,907305,2094457,2009712,2557755,F,30세~34세,210
18549,18550,1792579,2101250,1993270,2489711,F,40세~44세,540
18550,18551,0,50154,84960,89890,F,20세~24세,500
18551,18552,2290486,2231824,2082911,1850604,F,45세~49세,100
18552,18553,4481305,3347909,4643679,2609831,F,19세이하,060
18553,18554,16772300,24511890,19683662,25888470,F,60세이상,055
18554,18555,22285160,32106350,37390420,45080100,F,45세~49세,100
18555,18556,9938710,26966226,25467751,17990333,M,35세~39세,024
18556,18557,2261798,3344583,2933087,4695564,F,35세~39세,100
18557,18558,9525396,53379490,45865002,3454399,F,35세~39세,570
18558,18559,3022810,2047038,3382534,3216233,F,50세~54세,100
18559,18560,8590269,8248778,5814871,4500146,F,40세~44세,360
18560,18561,2459661,1833980,2997775,1515530,F,45세~49세,100
18561,18562,1463017,2040306,2131664,3500022,F,50세~54세,210
18562,18563,3557456,5052227,5848322,5174744,M,45세~49세,100
18563,18564,1894568,1079627,3428769,2468442,F,55세~59세,460
18564,18565,2975005,1981907,1866894,1819349,M,35세~39세,055
18565,18566,3361321,3371931,4297423,3026093,F,40세~44세,100
18566,18567,4640445,4834740,4542330,3102324,M,45세~49세,045
18567,18568,1065770,1547583,1459766,1396183,F,35세~39세,100
18568,18569,948587,2788489,1589323,2713400,M,30세~34세,100
18569,18570,8558500,11653810,24015680,31105980,M,45세~49세,100
18570,18571,4070810,2403270,2579300,3580630,F,20세~24세,100
18571,18572,2514639,2303320,2116140,1972764,F,45세~49세,055
18572,18573,775991,1076964,1202179,1241244,M,40세~44세,340
18573,18574,1175340,3925200,6782303,1696180,F,20세~24세,013
18574,18575,1542889,2918532,1857214,2230218,F,55세~59세,043
18575,18576,3797490,4886331,9958966,4376235,M,25세~29세,055
18576,18577,3835311,5121498,6738172,4620383,F,60세이상,460
18577,18578,4720212,3064048,2517991,3369088,F,50세~54세,570
18578,18579,1828187,2083874,972075,441690,M,30세~34세,100
18579,18580,254310,1000740,489400,339500,F,35세~39세,100
18580,18581,12300730,12589696,8859220,8020704,F,55세~59세,460
18581,18582,6014497,8886390,6920093,8491528,F,30세~34세,210
18582,18583,5605042,6975423,7783683,3674619,F,35세~39세,055
18583,18584,2915598,3021640,2295695,3565668,M,30세~34세,240
18584,18585,2570058,2975035,5154463,4774058,M,25세~29세,210
18585,18586,2757209,3276043,3040638,3551234,F,45세~49세,100
18586,18587,1440028,2132902,1834259,2849437,M,35세~39세,340
18587,18588,1319966,1845570,2181746,2193578,F,45세~49세,100
18588,18589,1408261,1386400,1583780,1720225,F,50세~54세,100
18589,18590,1804324,2152695,3116201,3145096,F,50세~54세,100
18590,18591,2068543,2289504,1682450,2284879,F,50세~54세,100
18591,18592,10340580,12588060,8952164,9171826,M,45세~49세,610
18592,18593,2732482,1808972,2371926,2595005,F,35세~39세,570
18593,18594,12364700,11911738,17099510,18231946,M,30세~34세,540
18594,18595,2801130,3076305,2772799,2905574,F,50세~54세,100
18595,18596,1613399,5239010,5748260,1806150,F,40세~44세,460
18596,18597,1502560,2089175,3273743,3956821,M,30세~34세,500
18597,18598,7893933,6102654,16698169,10766616,F,50세~54세,055
18598,18599,276570,154840,575180,664000,M,20세~24세,540
18599,18600,3770746,5310092,4499660,4329431,F,35세~39세,100
18600,18601,3766680,15346270,13467490,6878630,F,50세~54세,055
18601,18602,1178610,0,489400,808400,F,20세~24세,540
18602,18603,38810,104410,549580,1163720,F,20세~24세,100
18603,18604,257653,0,86130,44580,F,50세~54세,
18604,18605,2541495,2083260,2522744,2043038,F,40세~44세,016
18605,18606,1212444,1412125,1682341,1389345,F,55세~59세,210
18606,18607,1223540,1650686,2284414,2292251,F,50세~54세,100
18607,18608,11089375,6930670,7717841,5900130,F,30세~34세,060
18608,18609,1866674,1514876,1113806,832186,F,20세~24세,100
18609,18610,8974724,19208912,12134450,14240925,M,40세~44세,047
18610,18611,7382000,9110008,8115660,10948740,F,55세~59세,360
18611,18612,5536070,9094460,8865160,16101210,F,30세~34세,055
18612,18613,3090377,4935560,2549060,2161364,M,25세~29세,024
18613,18614,2171714,1993219,3208966,2318089,M,40세~44세,075
18614,18615,1631830,1013473,694640,1616854,F,50세~54세,036
18615,18616,112834,381010,65370,289500,M,35세~39세,340
18616,18617,731340,1390150,489830,931240,M,35세~39세,024
18617,18618,3319890,2225905,4124902,4540944,F,35세~39세,500
18618,18619,1367495,1869380,1630500,1899570,F,50세~54세,100
18619,18620,1875351,1768827,2091696,2257001,F,20세~24세,460
18620,18621,2423190,2554621,2644092,1968015,F,40세~44세,072
18621,18622,409850,248800,816420,534071,F,25세~29세,055
18622,18623,3116747,37854460,9179661,123480,M,40세~44세,100
18623,18624,777090,405748,19390,235518,M,35세~39세,100
18624,18625,3778992,3871919,3746500,4181418,M,40세~44세,500
18625,18626,4528323,6175430,4810468,3589609,F,35세~39세,240
18626,18627,14133360,18508820,13780051,21510710,F,35세~39세,460
18627,18628,7773230,11748060,11602247,16394440,M,35세~39세,100
18628,18629,3600203,3257144,4216305,3534641,F,45세~49세,210
18629,18630,1355715,1213980,2776766,3091463,M,25세~29세,100
18630,18631,2938012,3381987,3944158,3054468,M,40세~44세,500
18631,18632,0,0,300790,2415890,M,25세~29세,100
18632,18633,3182050,2773252,3886732,3233349,F,60세이상,065
18633,18634,1196136,999789,721113,1769359,M,45세~49세,460
18634,18635,273020,619174,745596,779614,F,35세~39세,075
18635,18636,4496538,3874580,4885101,4454950,F,40세~44세,100
18636,18637,2387830,3918310,4656240,3657950,F,40세~44세,360
18637,18638,17237190,18759620,4274370,14713860,F,30세~34세,100
18638,18639,7255575,6416504,4935762,5342150,M,30세~34세,270
18639,18640,1945152,2728220,3751623,3008493,F,35세~39세,100
18640,18641,3327419,2697555,3309275,4046633,F,40세~44세,100
18641,18642,1366298,1363787,1818658,1619233,F,25세~29세,240
18642,18643,978886,944010,1348439,1385266,M,35세~39세,075
18643,18644,1384490,4015740,1214060,13920,M,55세~59세,100
18644,18645,3235380,2297553,4541914,2635309,M,35세~39세,100
18645,18646,3304160,6605210,5140409,5546676,F,20세~24세,500
18646,18647,900010,6813200,8851866,4162100,M,25세~29세,210
18647,18648,401990,2000,73370,212898,M,50세~54세,100
18648,18649,3544044,3691278,3403433,4604643,F,50세~54세,100
18649,18650,2132217,2556203,4088876,2938941,F,25세~29세,100
18650,18651,2887698,3270386,4869842,3148360,F,60세이상,010
18651,18652,1561938,1556602,1793232,2319590,F,35세~39세,010
18652,18653,1648066,1874814,1395716,2039759,F,55세~59세,010
18653,18654,2089646,2504704,2441971,2472923,F,50세~54세,027
18654,18655,2224987,1519168,1330284,1772216,M,35세~39세,610
18655,18656,8946157,14750565,10308827,3569025,F,45세~49세,100
18656,18657,1632101,4878387,3982997,4613137,F,50세~54세,013
18657,18658,599979,992393,4821383,5923420,M,50세~54세,540
18658,18659,3843960,2602810,2981590,1795590,M,60세이상,
18659,18660,10686340,6734060,8603860,5754130,M,40세~44세,069
18660,18661,4333465,3035403,4444445,2812464,F,60세이상,500
18661,18662,903919,1335866,1109372,787086,F,20세~24세,100
18662,18663,1401993,1878593,1650496,3062041,F,30세~34세,570
18663,18664,24202350,20008410,13456790,15395880,F,30세~34세,052
18664,18665,203960,504990,378100,412150,M,35세~39세,610
18665,18666,2471915,2242732,2724674,2978640,F,45세~49세,100
18666,18667,6096810,5865858,6555659,5120730,F,40세~44세,100
18667,18668,117100,573000,635930,885720,F,25세~29세,087
18668,18669,1267616,2096561,1866781,2509398,F,45세~49세,100
18669,18670,1744260,1427304,1536856,1716272,F,45세~49세,047
18670,18671,4159021,3521381,3865989,4215396,M,45세~49세,065
18671,18672,3794343,3883179,3996496,4159886,F,45세~49세,100
18672,18673,2711370,4673990,3587660,4137760,M,30세~34세,100
18673,18674,3232229,4493613,3283629,3988331,M,35세~39세,310
18674,18675,942432,1365324,1609962,2962454,F,50세~54세,100
18675,18676,1688637,2554564,2008730,1609781,M,25세~29세,100
18676,18677,1228400,1222840,2308003,1844768,M,40세~44세,100
18677,18678,950010,2419880,2420070,8394490,F,60세이상,016
18678,18679,3660532,3231003,3533980,3706083,F,60세이상,
18679,18680,11453491,4619093,7031450,9599236,F,25세~29세,055
18680,18681,0,0,683620,1171800,F,19세이하,100
18681,18682,3136646,895600,2239580,377880,M,50세~54세,065
18682,18683,1895193,2970270,1576470,1559790,F,45세~49세,360
18683,18684,16090,1359850,1151970,864670,F,20세~24세,100
18684,18685,5550523,2991798,2801540,1668691,F,35세~39세,210
18685,18686,1912121,2173315,2166289,2569493,F,55세~59세,049
18686,18687,5597263,3307992,3398973,2127324,M,35세~39세,210
18687,18688,1985229,1874879,2036583,1748929,F,50세~54세,100
18688,18689,442750,361000,581880,253100,F,25세~29세,010
18689,18690,1296820,1599000,1488320,83860,F,40세~44세,360
18690,18691,4297910,4857700,5130530,5182520,F,45세~49세,060
18691,18692,1637744,1587466,1580614,1618563,F,50세~54세,016
18692,18693,2760017,2755419,2392028,3103416,F,35세~39세,100
18693,18694,2863216,3928976,3229821,2475126,F,30세~34세,410
18694,18695,908726,1496137,4316793,3570371,M,35세~39세,500
18695,18696,128800,326960,2129295,2494891,F,20세~24세,055
18696,18697,8189127,7478712,7010443,6686086,M,50세~54세,100
18697,18698,15709170,20563560,4003400,18305560,F,60세이상,055
18698,18699,22788317,42697870,26760900,20609270,M,40세~44세,410
18699,18700,2262212,2834932,1894781,2477173,F,20세~24세,100
18700,18701,1072520,1848533,1490365,1355800,F,50세~54세,055
18701,18702,46016840,73589850,50652680,75711240,F,60세이상,075
18702,18703,1777975,1787222,2270219,2673000,F,40세~44세,100
18703,18704,5990549,6086150,8369614,6153244,M,45세~49세,500
18704,18705,2500360,3261691,3435676,3099963,M,50세~54세,100
18705,18706,2059478,2023407,2275025,2334102,F,40세~44세,100
18706,18707,19274823,21999904,49182014,38531831,F,50세~54세,075
18707,18708,1492277,2209177,1276044,1984377,F,30세~34세,055
18708,18709,1214162,2538910,1677653,1710274,M,40세~44세,075
18709,18710,2379996,3344863,4486576,3639268,F,50세~54세,540
18710,18711,1606568,3951479,2394541,2017388,M,45세~49세,100
18711,18712,12049731,13954265,7936334,11956738,F,55세~59세,024
18712,18713,5749084,7301070,8747355,1780148,F,30세~34세,100
18713,18714,4388560,7299381,7740227,4972258,F,55세~59세,100
18714,18715,2876450,2654440,3278740,3247180,F,45세~49세,460
18715,18716,770140,12043414,9222980,17781660,F,25세~29세,460
18716,18717,40000,567470,5721794,5389437,F,40세~44세,410
18717,18718,1933904,2056243,2004358,1593954,F,55세~59세,100
18718,18719,612490,758640,1099080,1217860,M,30세~34세,100
18719,18720,2700242,3511814,3082984,3204344,F,45세~49세,100
18720,18721,1645860,1826911,2372701,778365,F,45세~49세,100
18721,18722,10768037,10753668,10925624,14244251,M,45세~49세,610
18722,18723,95400,220528,357790,1547550,F,20세~24세,100
18723,18724,2369016,3119232,2229110,2195260,F,50세~54세,052
18724,18725,2941431,3463788,3033790,2329088,F,55세~59세,047
18725,18726,5203699,9245937,6423678,7541827,F,45세~49세,210
18726,18727,188230,95150,173470,348550,F,20세~24세,055
18727,18728,4818381,5453740,4457061,4346963,M,25세~29세,013
18728,18729,0,737700,1400340,586150,F,45세~49세,460
18729,18730,7676016,6504288,3763058,4155091,F,45세~49세,240
18730,18731,3522412,3054941,3075554,3071471,F,30세~34세,100
18731,18732,2208264,2348983,4542066,5428566,F,25세~29세,100
18732,18733,2309817,2305590,2715323,4663835,M,35세~39세,240
18733,18734,405440,2050800,700270,679650,F,20세~24세,049
18734,18735,2187628,2218373,2263846,2417443,F,35세~39세,100
18735,18736,1433087,3012686,3767467,3665291,F,45세~49세,210
18736,18737,3956608,4115633,3387725,4581895,F,60세이상,410
18737,18738,5402782,5235865,2826299,848614,F,35세~39세,100
18738,18739,1468461,1082163,2206084,2144713,F,40세~44세,052
18739,18740,3412145,3204450,2665334,2121460,F,45세~49세,047
18740,18741,27687320,22532472,30672615,34631670,F,60세이상,100
18741,18742,4642328,4299362,4852371,4842627,F,45세~49세,075
18742,18743,1239036,1529947,2994371,4221698,F,45세~49세,100
18743,18744,6336583,6561857,5877383,5914823,F,40세~44세,610
18744,18745,9755030,12712890,13110600,38479440,M,40세~44세,100
18745,18746,1687893,1828087,1934340,895847,F,50세~54세,100
18746,18747,3050294,2951277,3003339,5286992,F,50세~54세,210
18747,18748,1069920,2074433,3358457,3829444,F,25세~29세,100
18748,18749,2408287,3877584,4177830,5646135,F,40세~44세,610
18749,18750,1630215,2028620,2270184,1543565,F,60세이상,270
18750,18751,5607668,6084086,5620185,6709321,F,45세~49세,100
18751,18752,3823394,4157599,3968909,2836835,F,50세~54세,100
18752,18753,2238962,4275404,2771312,1693461,F,20세~24세,460
18753,18754,311400,713530,574620,683760,F,30세~34세,030
18754,18755,5492469,4957945,819544,519630,M,45세~49세,100
18755,18756,9724960,14177810,20761080,14230920,F,45세~49세,060
18756,18757,11423940,16672753,12768944,13006147,F,35세~39세,100
18757,18758,4697838,6711545,5820288,5212554,F,19세이하,210
18758,18759,1442357,2265725,2739795,3240300,M,35세~39세,100
18759,18760,2197480,2166860,3642760,3171620,F,25세~29세,082
18760,18761,0,0,0,25800,M,35세~39세,027
18761,18762,1298076,1440240,4777520,1711350,M,20세~24세,240
18762,18763,82210,490230,499206,652323,F,35세~39세,
18763,18764,6974220,14981921,11156134,8990507,F,30세~34세,460
18764,18765,0,35000,1342480,1834192,F,20세~24세,460
18765,18766,3044840,1171970,1025700,2450164,M,40세~44세,610
18766,18767,1218555,924143,1674620,884340,M,20세~24세,610
18767,18768,2908499,2781610,5308670,5095866,F,30세~34세,100
18768,18769,3886355,2472161,2561090,2082080,F,20세~24세,033
18769,18770,6249520,4968947,6663887,9022420,F,60세이상,055
18770,18771,1831497,3148938,1339769,1895365,F,45세~49세,060
18771,18772,4273085,3548604,3192245,2940473,F,45세~49세,010
18772,18773,1175013,1698103,1427535,2059348,F,55세~59세,240
18773,18774,18446758,16538720,25866040,16258668,F,60세이상,010
18774,18775,1470426,1511239,2291527,1991946,F,45세~49세,340
18775,18776,3385099,6113867,5378244,3518932,F,60세이상,055
18776,18777,460880,965663,1153290,1267060,M,40세~44세,100
18777,18778,2378714,1698781,3606154,2944190,F,35세~39세,210
18778,18779,18167675,103444926,40445430,47556455,M,60세이상,055
18779,18780,2411308,2764830,3854190,3322660,F,45세~49세,060
18780,18781,5168910,4928990,7223690,408910,F,25세~29세,075
18781,18782,2133668,3208735,2558307,1027080,F,35세~39세,540
18782,18783,1528659,1671265,2505727,3373743,F,50세~54세,100
18783,18784,4058070,7678290,5433670,2883318,M,35세~39세,100
18784,18785,40308340,36380570,31674760,17843250,F,45세~49세,100
18785,18786,1570380,1864360,1946010,2164488,F,45세~49세,024
18786,18787,5237618,8895244,7314079,4063361,F,35세~39세,055
18787,18788,1560834,2206221,2020596,2603368,M,55세~59세,100
18788,18789,3561545,3151023,3308311,4271643,F,50세~54세,210
18789,18790,1454227,1328909,2814481,3256346,M,35세~39세,100
18790,18791,2189125,6099646,4536666,3024177,F,45세~49세,060
18791,18792,3505813,2728283,2370155,2224760,F,55세~59세,072
18792,18793,3299269,5502110,2836000,4545099,M,35세~39세,240
18793,18794,9269175,5866611,3991418,3210398,F,30세~34세,100
18794,18795,3442065,3555931,4514412,4338776,F,45세~49세,033
18795,18796,1582397,1508835,1581720,2214370,F,25세~29세,100
18796,18797,2852036,2841370,2686920,3328363,M,50세~54세,340
18797,18798,1445552,1399760,1351978,1671705,F,40세~44세,210
18798,18799,0,0,375200,1014000,F,20세~24세,033
18799,18800,4596583,5807652,4490539,8820510,F,45세~49세,240
18800,18801,2404325,2886542,3054663,2209416,M,45세~49세,240
18801,18802,3369438,3673278,2377518,4608885,F,50세~54세,100
18802,18803,2031635,2253157,3380616,4568809,F,35세~39세,210
18803,18804,16492011,10043761,16685787,16476991,F,40세~44세,055
18804,18805,4849023,5590392,3805863,1119332,F,45세~49세,060
18805,18806,2121892,3912372,2708712,3400574,F,50세~54세,036
18806,18807,1505096,1821627,2577228,2203681,F,60세이상,100
18807,18808,3242729,4359012,3977294,3573720,F,50세~54세,100
18808,18809,2608344,2892411,2589421,3395611,F,55세~59세,240
18809,18810,1835755,1499805,1289353,1903542,M,35세~39세,100
18810,18811,4006250,3936818,4649340,3761658,F,45세~49세,100
18811,18812,2769570,3041044,3410846,2625269,M,35세~39세,036
18812,18813,5504900,2755359,3306814,2872950,F,30세~34세,100
18813,18814,2858637,2369977,3130099,4287421,F,55세~59세,100
18814,18815,994390,3355092,2961578,4444544,F,40세~44세,410
18815,18816,8620773,7411411,11329376,5431616,F,50세~54세,030
18816,18817,1387024,1762299,2021676,1432605,M,55세~59세,072
18817,18818,1602952,2065935,1847272,1899175,F,40세~44세,100
18818,18819,2531477,1972456,1914922,2710728,F,45세~49세,024
18819,18820,4275584,4406163,5916309,7152726,F,50세~54세,100
18820,18821,2828996,3313651,1128684,116738,F,40세~44세,075
18821,18822,5022990,3433602,3976430,2321349,F,35세~39세,082
18822,18823,3807660,31216490,9099420,61814030,F,30세~34세,072
18823,18824,1804865,1656123,1568872,1328742,M,45세~49세,100
18824,18825,1825240,817730,1121670,753360,F,20세~24세,100
18825,18826,1040531,1790938,1703284,1029887,F,45세~49세,036
18826,18827,2733250,1769197,386980,158970,F,30세~34세,010
18827,18828,1247597,3184458,3586489,4540139,F,20세~24세,100
18828,18829,2510017,1873708,1430574,1748420,F,55세~59세,100
18829,18830,2061037,1603489,1716777,2395896,M,50세~54세,100
18830,18831,1406708,1551769,1409065,1290573,M,19세이하,100
18831,18832,6783941,3514310,2831362,6269183,F,35세~39세,049
18832,18833,4696494,4226642,3580628,2764300,F,45세~49세,100
18833,18834,20327980,14225901,14300280,20125543,F,55세~59세,100
18834,18835,3569700,2149700,2027136,1706670,M,40세~44세,100
18835,18836,1725293,1409751,2851146,4269418,M,30세~34세,100
18836,18837,2105759,1604971,2017961,2442445,F,45세~49세,100
18837,18838,1926576,1710208,1643170,2003045,F,55세~59세,100
18838,18839,478426,317784,78692,7420,F,50세~54세,
18839,18840,8200775,5685947,2827118,11106802,M,40세~44세,049
18840,18841,2276000,6522190,2531310,3620120,F,40세~44세,210
18841,18842,1514213,1866649,2733007,2753265,F,45세~49세,100
18842,18843,2077961,2792759,2292198,2044608,F,60세이상,060
18843,18844,1163812,886355,1266735,2793368,F,35세~39세,100
18844,18845,1115224,1391485,1671771,594338,M,35세~39세,020
18845,18846,3722018,3708756,4648031,5685851,F,55세~59세,100
18846,18847,3377317,3743746,4514449,1915689,F,50세~54세,100
18847,18848,3038998,2791614,2547004,2840598,F,40세~44세,100
18848,18849,2388836,4484398,3559172,3544366,F,55세~59세,100
18849,18850,1135610,1117327,1109018,1109232,M,35세~39세,075
18850,18851,1891619,1654719,2099429,1562107,F,50세~54세,100
18851,18852,7210047,7474545,5580344,1155616,F,50세~54세,210
18852,18853,8826103,10087533,8820588,9088650,F,45세~49세,065
18853,18854,6583439,10534927,6173940,7713560,F,30세~34세,100
18854,18855,4152862,3886933,4339546,4609645,F,45세~49세,100
18855,18856,2087621,2269067,2101967,2537955,F,60세이상,072
18856,18857,3246489,3865780,4154842,3993272,M,30세~34세,100
18857,18858,4764712,9069746,8300352,5459765,F,45세~49세,100
18858,18859,2352210,4137903,5611844,6382122,F,35세~39세,340
18859,18860,2312385,1911864,3063174,3779721,M,55세~59세,060
18860,18861,4649895,3772093,4105286,3558009,F,50세~54세,036
18861,18862,2758870,2721924,2739650,2246056,M,50세~54세,036
18862,18863,2734269,3482663,3715817,3990412,F,55세~59세,033
18863,18864,2147866,2228818,2734325,2332268,F,60세이상,100
18864,18865,1464337,3266630,2363156,3644500,F,25세~29세,240
18865,18866,1409390,1730230,4685320,4730120,M,25세~29세,460
18866,18867,1970187,2055891,1628782,1493048,F,50세~54세,100
18867,18868,3122387,3528591,3780249,4020184,F,45세~49세,100
18868,18869,2334158,2704781,2808089,2053210,F,40세~44세,075
18869,18870,2700380,2580406,2964846,1956236,M,60세이상,100
18870,18871,2525510,2713246,3092228,2404597,F,40세~44세,100
18871,18872,1308991,1842056,2666320,2483427,M,45세~49세,100
18872,18873,1559190,2508316,1579691,1622144,F,25세~29세,100
18873,18874,3877963,4213575,2829322,3201301,M,40세~44세,100
18874,18875,2111361,1753191,1955069,2173287,F,40세~44세,036
18875,18876,1079680,3501700,2830085,1569810,M,45세~49세,100
18876,18877,13801300,6984890,25816900,8145970,F,20세~24세,047
18877,18878,1757002,3156711,2146943,2255610,F,50세~54세,340
18878,18879,7950709,9631724,16748685,12375672,F,45세~49세,500
18879,18880,989326,1066674,1517883,1782048,F,40세~44세,340
18880,18881,3614186,2656928,4078786,3618480,M,45세~49세,100
18881,18882,1667147,2309466,2660789,2119940,F,40세~44세,100
18882,18883,3360960,2842352,2785436,1522322,M,30세~34세,100
18883,18884,1132844,1657092,1435836,2854079,F,50세~54세,065
18884,18885,1651488,2063587,2087484,2521590,F,50세~54세,100
18885,18886,2219041,3269417,2571962,2165232,F,45세~49세,075
18886,18887,2293135,2368503,1890118,1354673,M,30세~34세,072
18887,18888,1349632,3392298,3584891,3037807,F,45세~49세,340
18888,18889,3575153,4202220,3853415,4786411,F,50세~54세,036
18889,18890,3048135,4726857,3997031,3357947,F,40세~44세,100
18890,18891,1079185,1360646,1304440,1013380,F,45세~49세,075
18891,18892,1971886,2445749,2044239,2792252,F,55세~59세,100
18892,18893,1720570,2382265,3425657,3864385,F,45세~49세,100
18893,18894,168000,0,139500,1287660,F,20세~24세,047
18894,18895,1222972,1730900,787750,521690,F,20세~24세,016
18895,18896,8763880,15574970,21958690,19335920,M,40세~44세,100
18896,18897,15204702,10295660,6836850,7303350,M,25세~29세,072
18897,18898,1538655,2754546,2706448,2835568,F,40세~44세,079
18898,18899,1454978,2231415,3014439,2749277,F,55세~59세,100
18899,18900,7565706,16353860,18927950,12050670,F,45세~49세,100
18900,18901,0,153630,920526,1760285,M,25세~29세,100
18901,18902,1774622,3016550,3822980,4977720,F,25세~29세,039
18902,18903,1270935,1361902,1887958,2310576,M,40세~44세,013
18903,18904,1094398,1696745,1410905,1600760,M,50세~54세,065
18904,18905,2017483,3148133,6713337,11091669,F,45세~49세,100
18905,18906,1703132,2017472,1782933,2438612,F,60세이상,100
18906,18907,4781533,13716117,10925301,11203505,F,40세~44세,075
18907,18908,3663251,9993354,13355842,9982374,F,60세이상,055
18908,18909,5108240,17029267,18853863,17819667,F,35세~39세,016
18909,18910,6990380,5314700,4161558,3176290,F,40세~44세,500
18910,18911,108460,99000,857440,360580,F,20세~24세,210
18911,18912,3004090,6312650,2627106,2902000,M,50세~54세,610
18912,18913,4600480,7500140,8361960,683490,M,40세~44세,049
18913,18914,289920,7939110,4759556,22863778,F,20세~24세,210
18914,18915,11665790,26969580,4567430,27610710,F,30세~34세,100
18915,18916,4471990,9176140,9963640,16301140,F,60세이상,100
18916,18917,1229678,1362820,1343970,1224758,F,60세이상,060
18917,18918,0,2024840,9231510,15152860,F,45세~49세,100
18918,18919,870520,677362,890314,1049964,F,19세이하,100
18919,18920,1051457,11980380,7661617,7492544,F,35세~39세,100
18920,18921,3044585,2771825,4419932,3722687,F,50세~54세,100
18921,18922,1394506,1670117,1860665,2061200,F,40세~44세,410
18922,18923,4877283,6325996,2959457,3228081,F,25세~29세,016
18923,18924,2609396,2828613,3647081,3893547,M,35세~39세,075
18924,18925,1746894,2366347,1973652,2137989,F,25세~29세,100
18925,18926,1180514,1577638,2076511,1886609,F,60세이상,016
18926,18927,8276911,6696507,6910254,8493061,F,20세~24세,055
18927,18928,2171013,2851250,2898749,2728620,F,50세~54세,100
18928,18929,2085940,1998732,1394059,2411072,F,40세~44세,100
18929,18930,2607920,1658500,3591840,2082140,F,25세~29세,100
18930,18931,4060258,3926905,3877687,6003344,M,35세~39세,340
18931,18932,5173662,27042754,5101450,24323963,F,40세~44세,055
18932,18933,1843238,2329102,2789270,3574604,F,40세~44세,100
18933,18934,437250,660050,620980,455900,F,19세이하,055
18934,18935,802329,1658845,1413249,2772171,M,55세~59세,270
18935,18936,3746275,3203775,3259546,2710140,F,40세~44세,100
18936,18937,1086603,1390110,1219520,951250,M,25세~29세,100
18937,18938,2161090,2585170,2512980,1630550,M,20세~24세,100
18938,18939,23797500,14429935,40142006,25480637,F,55세~59세,055
18939,18940,2307861,3129958,2290670,3521742,F,50세~54세,100
18940,18941,10359326,13001652,9505247,8199610,F,35세~39세,210
18941,18942,10925032,8544269,6448725,7569488,F,50세~54세,036
18942,18943,0,3494473,2491969,4151822,F,50세~54세,043
18943,18944,2460696,2559446,4044757,5834829,F,55세~59세,100
18944,18945,41320,3218137,4284942,3908592,M,35세~39세,610
18945,18946,935331,1223402,2098394,2234880,M,45세~49세,100
18946,18947,11058823,8621230,19444858,15244526,M,40세~44세,440
18947,18948,6263600,7201312,3521750,5370751,M,30세~34세,310
18948,18949,469910,753040,2449146,4429028,F,20세~24세,016
18949,18950,28721330,18167940,16866610,93942590,M,30세~34세,210
18950,18951,3971380,4198876,2324629,3462830,M,60세이상,210
18951,18952,4440820,6644910,6427115,6916130,F,35세~39세,013
18952,18953,3399258,2467413,1890260,1584966,M,45세~49세,310
18953,18954,1047886,1981898,2919251,958520,M,20세~24세,100
18954,18955,1323708,2336086,1805480,3326671,F,60세이상,100
18955,18956,5566930,6547415,6476872,3157830,F,40세~44세,540
18956,18957,818830,1410470,1027630,1572938,F,20세~24세,100
18957,18958,3243609,5353087,8955730,6138459,F,50세~54세,024
18958,18959,3543084,3186280,4380589,6381815,F,35세~39세,100
18959,18960,611257,107520,0,28000,M,40세~44세,047
18960,18961,6172670,9978923,8139377,7924156,F,40세~44세,210
18961,18962,1024490,2042193,1987134,2458254,F,60세이상,460
18962,18963,494123,1149058,2276799,2383570,F,45세~49세,060
18963,18964,26519500,33101410,17777910,24345520,M,55세~59세,
18964,18965,5832140,9174870,6783000,6110920,M,30세~34세,036
18965,18966,7720670,6935902,6981458,5384161,F,60세이상,
18966,18967,1687812,1348945,1251669,1786917,F,45세~49세,100
18967,18968,4481473,3274193,5102839,4046927,F,45세~49세,100
18968,18969,1705539,2256330,1878625,1610628,F,45세~49세,270
